Player,Team,Role,Cost,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall
Leno,ARS,GKP,5.0,9.3%,2.5,19.0,540.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,111.0,122.6,0.0,0.0,12.3,2.5,0.0,0.5,3.8,3.2,329950.0,283868.0,0.0,0.0
Bellerín,ARS,DEF,5.0,5.9%,3.5,21.0,540.0,0.0,2.0,1.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,104.0,95.2,66.9,33.0,19.6,3.5,0.0,0.7,4.2,3.5,271461.0,201217.0,0.0,0.0
Aubameyang,ARS,MID,11.7,15.2%,2.0,20.0,540.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73.0,93.4,103.1,117.0,31.4,2.0,0.0,0.2,1.7,3.3,352380.0,2423792.0,-3.0,3.0
Ryan,BHA,GKP,4.5,15.3%,1.0,11.0,540.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,73.0,50.0,0.3,0.0,5.0,1.0,0.0,0.2,2.4,1.8,334386.0,456032.0,0.0,0.0
Webster,BHA,DEF,4.5,2.0%,1.0,11.0,540.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.0,76.6,33.8,74.0,18.4,1.0,0.0,0.2,2.4,1.8,36243.0,89365.0,0.0,0.0
Maupay,BHA,FWD,6.6,6.4%,3.3,36.0,540.0,4.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,127.0,181.0,76.1,308.0,56.4,3.3,1.0,0.5,5.5,6.0,561161.0,264408.0,1.0,-1.0
Guaita,CRY,GKP,5.0,4.5%,0.7,17.0,540.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,17.0,3.0,89.0,121.0,0.0,0.0,12.1,0.7,1.0,0.1,3.4,2.8,290256.0,185430.0,0.0,0.0
Mitchell,CRY,DEF,4.2,26.5%,1.0,15.0,540.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,90.2,12.8,19.0,12.2,1.0,0.0,0.2,3.6,2.5,1245203.0,366432.0,2.0,-2.0
Kouyaté,CRY,MID,5.0,0.7%,2.0,20.0,540.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,82.0,134.2,11.0,65.0,21.1,2.0,0.0,0.4,4.0,3.3,57058.0,33188.0,0.0,0.0
Townsend,CRY,MID,6.1,3.2%,2.0,28.0,540.0,1.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,97.0,150.2,159.7,44.0,35.4,2.0,0.0,0.3,4.6,4.7,334702.0,194321.0,1.0,-1.0
Zaha,CRY,MID,7.3,23.9%,8.0,48.0,540.0,5.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,126.0,211.8,108.2,282.0,60.3,8.0,2.0,1.1,6.6,8.0,1721911.0,794502.0,3.0,-3.0
Pickford,EVE,GKP,5.0,8.3%,2.0,17.0,540.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,102.0,136.0,10.0,0.0,14.7,2.0,0.0,0.4,3.4,2.8,402021.0,330123.0,0.0,0.0
Keane,EVE,DEF,5.1,6.1%,3.3,25.0,540.0,2.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0,179.2,22.5,76.0,27.8,3.3,1.0,0.6,4.9,4.2,392129.0,132482.0,1.0,-1.0
Mina,EVE,DEF,5.5,2.3%,3.3,19.0,540.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,110.0,153.6,3.5,59.0,21.6,3.3,0.0,0.6,3.5,3.2,111928.0,65968.0,0.0,0.0
Schmeichel,LEI,GKP,5.5,11.9%,5.0,25.0,540.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,110.0,150.8,0.0,0.0,15.1,5.0,1.0,0.9,4.5,4.2,200386.0,340572.0,0.0,0.0
Justin,LEI,DEF,4.8,21.6%,3.0,26.0,540.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,110.0,119.4,50.2,37.0,20.7,3.0,0.0,0.6,5.4,4.3,1156667.0,486765.0,3.0,-3.0
Castagne,LEI,DEF,5.8,21.2%,2.7,35.0,540.0,1.0,3.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,136.0,145.0,78.1,86.0,31.0,2.7,2.0,0.5,6.0,5.8,1529500.0,367277.0,3.0,-3.0
Tielemans,LEI,MID,6.4,1.7%,1.7,16.0,540.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,91.0,122.6,71.3,49.0,24.3,1.7,0.0,0.3,2.5,2.7,64934.0,104706.0,-1.0,1.0
Meslier,LEE,GKP,4.5,3.9%,3.7,24.0,540.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,125.0,114.6,10.0,0.0,12.5,3.7,1.0,0.8,5.3,4.0,252134.0,85546.0,0.0,0.0
Ayling,LEE,DEF,4.5,4.3%,3.0,17.0,540.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,105.0,157.4,89.0,55.0,30.2,3.0,0.0,0.7,3.8,2.8,191089.0,157872.0,0.0,0.0
Dallas,LEE,DEF,4.5,5.7%,3.0,19.0,540.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,110.0,122.2,53.6,89.0,26.6,3.0,0.0,0.7,4.2,3.2,295228.0,197619.0,0.0,0.0
Koch,LEE,DEF,4.5,0.8%,4.0,19.0,540.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,104.0,102.6,2.7,45.0,15.1,4.0,1.0,0.9,4.2,3.2,32085.0,23248.0,0.0,0.0
Robertson,LIV,DEF,7.1,19.3%,4.2,27.0,540.0,1.0,2.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,137.0,152.6,162.4,114.0,43.0,4.2,1.0,0.6,3.8,4.5,823934.0,421477.0,1.0,-1.0
Salah,LIV,MID,12.4,47.7%,6.8,50.0,540.0,6.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,177.0,274.4,228.1,458.0,96.0,6.8,1.0,0.5,4.0,8.3,1509632.0,506903.0,4.0,-4.0
Darlow,NEW,GKP,5.0,1.6%,4.3,30.0,540.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,31.0,4.0,148.0,234.0,0.0,0.0,23.5,4.3,0.0,0.9,6.0,5.0,125969.0,65019.0,0.0,0.0
Fernández,NEW,DEF,4.9,1.0%,1.3,13.0,540.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,133.4,12.2,4.0,14.9,1.3,0.0,0.3,2.7,2.2,22846.0,58057.0,-1.0,1.0
Ramsdale,SHU,GKP,4.9,3.5%,2.3,14.0,540.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,93.0,139.6,10.0,2.0,15.2,2.3,0.0,0.5,2.9,2.3,52064.0,290256.0,-1.0,1.0
Stevens,SHU,DEF,5.3,2.3%,1.0,8.0,540.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74.0,112.4,29.1,53.0,19.6,1.0,0.0,0.2,1.5,1.3,16476.0,204527.0,-2.0,2.0
Baldock,SHU,DEF,5.4,2.3%,2.3,11.0,540.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72.0,79.6,72.5,77.0,23.0,2.3,0.0,0.4,2.0,1.8,33351.0,191163.0,-1.0,1.0
McCarthy,SOU,GKP,4.5,19.0%,5.3,24.0,540.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,113.0,105.2,0.0,0.0,10.6,5.3,1.0,1.2,5.3,4.0,444979.0,603787.0,0.0,0.0
Bertrand,SOU,DEF,5.0,1.4%,4.3,22.0,540.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,100.0,72.0,105.9,37.0,21.4,4.3,0.0,0.9,4.4,3.7,40061.0,49356.0,0.0,0.0
Walker-Peters,SOU,DEF,4.5,10.7%,3.7,21.0,540.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,116.0,112.0,51.7,36.0,20.0,3.7,0.0,0.8,4.7,3.5,362238.0,392165.0,0.0,0.0
Ward-Prowse,SOU,MID,5.8,1.9%,5.3,23.0,540.0,1.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,112.0,106.6,138.1,56.0,30.1,5.3,1.0,0.9,4.0,3.8,37230.0,197953.0,-2.0,2.0
Ings,SOU,FWD,8.5,18.4%,6.3,41.0,540.0,4.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,154.0,203.4,73.7,216.0,49.3,6.3,1.0,0.7,4.8,6.8,621613.0,949099.0,0.0,0.0
Lloris,TOT,GKP,5.5,5.7%,4.0,19.0,540.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,93.0,96.4,0.0,0.0,9.7,4.0,0.0,0.7,3.5,3.2,184953.0,175797.0,0.0,0.0
Højbjerg,TOT,MID,4.9,0.8%,3.3,15.0,540.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0,110.2,80.1,11.0,20.2,3.3,0.0,0.7,3.1,2.5,38168.0,57503.0,-1.0,1.0
Johnstone,WBA,GKP,4.5,0.9%,5.7,22.0,540.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,121.0,180.0,0.0,0.0,18.0,5.7,0.0,1.3,4.9,3.7,38877.0,32461.0,0.0,0.0
Fabianski,WHU,GKP,5.0,1.5%,5.0,24.0,540.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,104.0,87.4,0.0,0.0,8.8,5.0,0.0,1.0,4.8,4.0,31250.0,50800.0,0.0,0.0
Ogbonna,WHU,DEF,4.9,0.4%,2.7,16.0,540.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,111.0,13.5,33.0,15.7,2.7,0.0,0.6,3.3,2.7,10276.0,15307.0,-1.0,1.0
Cresswell,WHU,DEF,5.0,6.3%,7.3,31.0,540.0,0.0,3.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,158.0,168.0,200.0,1.0,36.9,7.3,1.0,1.5,6.2,5.2,412991.0,89486.0,0.0,0.0
Rice,WHU,MID,4.9,2.8%,2.3,14.0,540.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,98.2,72.4,30.0,20.1,2.3,0.0,0.5,2.9,2.3,53285.0,188232.0,-1.0,1.0
Soucek,WHU,MID,4.9,2.8%,2.0,16.0,540.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,59.2,49.2,170.0,27.8,2.0,0.0,0.4,3.3,2.7,89461.0,268960.0,-1.0,1.0
Patrício,WOL,GKP,5.5,7.6%,4.7,24.0,540.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,121.0,124.6,0.0,0.0,12.3,4.7,0.0,0.9,4.4,4.0,255600.0,176218.0,0.0,0.0
Boly,WOL,DEF,5.5,2.5%,5.3,23.0,540.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,112.0,99.4,5.6,22.0,12.7,5.3,0.0,1.0,4.2,3.8,79240.0,79910.0,0.0,0.0
Coady,WOL,DEF,5.0,8.8%,4.7,22.0,540.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,105.0,92.2,11.8,0.0,10.5,4.7,0.0,0.9,4.4,3.7,257782.0,262853.0,0.0,0.0
Jiménez,WOL,FWD,8.5,19.4%,6.3,33.0,540.0,4.0,0.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,119.0,157.8,51.0,211.0,42.1,6.3,0.0,0.7,3.9,5.5,1025431.0,989992.0,0.0,0.0
Alexander-Arnold,LIV,DEF,7.4,34.4%,2.2,17.0,538.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,120.0,107.0,191.8,61.0,35.9,2.2,0.0,0.3,2.3,2.8,349114.0,1502701.0,-1.0,1.0
Wilson,NEW,FWD,6.5,13.1%,7.7,41.0,534.0,4.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,140.0,162.4,73.2,214.0,44.7,7.7,1.0,1.2,6.3,6.8,981902.0,775409.0,0.0,0.0
Kane,TOT,FWD,10.9,40.9%,12.3,65.0,533.0,5.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,245.0,364.0,160.6,372.0,89.7,12.3,3.0,1.1,6.0,10.8,2215842.0,501584.0,4.0,-4.0
Kanté,CHE,MID,4.9,3.3%,2.3,13.0,532.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0,76.6,24.3,11.0,11.3,2.3,0.0,0.5,2.7,2.2,102875.0,211587.0,-1.0,1.0
White,BHA,DEF,4.5,1.4%,1.3,11.0,528.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0,101.0,30.1,10.0,14.3,1.3,0.0,0.3,2.4,1.8,42090.0,62779.0,0.0,0.0
Mendy,LEI,MID,4.5,3.1%,2.3,16.0,525.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,75.0,77.2,45.5,8.0,13.0,2.3,0.0,0.5,3.6,2.7,275607.0,129841.0,0.0,0.0
Barnes,LEI,MID,7.0,4.7%,2.3,25.0,524.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,66.0,92.8,56.3,223.0,37.2,2.3,0.0,0.3,3.6,4.2,427867.0,383726.0,0.0,0.0
Digne,EVE,DEF,6.2,15.2%,2.0,25.0,521.0,0.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,126.0,146.4,166.0,30.0,34.3,2.0,1.0,0.3,4.0,4.2,1033261.0,657745.0,2.0,-2.0
Hendrick,NEW,MID,5.0,3.5%,2.0,24.0,520.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,80.0,101.6,20.6,38.0,15.8,2.0,1.0,0.4,4.8,4.0,432603.0,300086.0,0.0,0.0
Werner,CHE,FWD,9.3,20.7%,6.7,29.0,519.0,2.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,104.0,117.4,60.3,251.0,42.9,6.7,1.0,0.7,3.1,4.8,660331.0,2355552.0,-2.0,2.0
Calvert-Lewin,EVE,FWD,7.7,56.6%,4.3,44.0,518.0,7.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,179.0,259.2,30.3,327.0,61.6,4.3,1.0,0.6,5.7,7.3,3578606.0,374665.0,7.0,-7.0
Pereira,WBA,MID,6.0,2.7%,2.3,24.0,517.0,1.0,2.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,119.2,149.6,89.0,35.8,2.3,0.0,0.4,4.0,4.0,198534.0,209649.0,0.0,0.0
Saïss,WOL,DEF,5.3,20.1%,7.3,38.0,517.0,1.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,135.0,123.4,24.8,60.0,21.0,7.3,1.0,1.4,7.2,6.3,1394900.0,333151.0,3.0,-3.0
Klich,LEE,MID,5.6,7.0%,3.0,30.0,516.0,2.0,2.0,2.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,124.0,174.8,145.3,93.0,41.4,3.0,0.0,0.5,5.4,5.0,677078.0,348897.0,1.0,-1.0
Trossard,BHA,MID,6.0,2.2%,3.3,25.0,515.0,1.0,2.0,2.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,74.0,82.6,139.3,113.0,33.3,3.3,0.0,0.6,4.2,4.2,229818.0,120566.0,0.0,0.0
Livermore,WBA,MID,4.8,0.1%,1.0,9.0,512.0,0.0,0.0,1.0,14.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,43.0,52.0,26.7,21.0,9.9,1.0,0.0,0.2,1.9,1.5,3374.0,8604.0,-2.0,2.0
Rodríguez,EVE,MID,8.0,38.4%,8.0,41.0,509.0,3.0,3.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,176.0,224.8,245.0,145.0,61.6,8.0,1.0,1.0,5.1,6.8,2777671.0,918682.0,5.0,-5.0
March,BHA,MID,5.0,1.2%,3.7,24.0,506.0,1.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,103.0,121.4,140.9,108.0,37.1,3.7,0.0,0.7,4.8,4.0,120693.0,47927.0,0.0,0.0
Bowen,WHU,MID,6.3,2.2%,4.0,31.0,502.0,3.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,98.0,127.2,57.9,164.0,35.0,4.0,1.0,0.6,4.9,5.2,152485.0,122205.0,-2.0,2.0
Oriol Romeu,SOU,MID,4.5,4.5%,5.0,20.0,500.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,75.0,128.2,51.0,42.0,22.1,5.0,0.0,1.1,4.4,3.3,212412.0,191496.0,0.0,0.0
Fornals,WHU,MID,6.4,0.4%,5.3,29.0,499.0,1.0,3.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,90.0,91.2,75.9,101.0,26.8,5.3,0.0,0.8,4.5,4.8,26800.0,14343.0,-1.0,1.0
Lundstram,SHU,MID,5.2,4.0%,1.7,8.0,498.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,45.0,69.6,150.4,60.0,28.0,1.7,0.0,0.3,1.5,1.3,33058.0,546142.0,-3.0,3.0
Bednarek,SOU,DEF,4.5,2.1%,4.3,22.0,495.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,116.0,88.4,14.4,23.0,12.6,4.3,0.0,1.0,4.9,3.7,39642.0,94220.0,0.0,0.0
Adams,SOU,FWD,5.8,1.9%,7.0,29.0,495.0,2.0,2.0,3.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,87.0,133.2,70.7,213.0,41.8,7.0,1.0,1.2,5.0,4.8,98379.0,265137.0,-2.0,2.0
Neto,WOL,MID,5.5,1.5%,4.3,23.0,493.0,1.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,94.6,159.1,127.0,38.2,4.3,0.0,0.8,4.2,3.8,134085.0,63337.0,0.0,0.0
Firmino,LIV,FWD,9.3,2.6%,4.5,24.0,491.0,1.0,2.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,108.0,106.0,123.6,239.0,46.9,4.5,0.0,0.5,2.6,4.0,73513.0,207911.0,-2.0,2.0
Bamford,LEE,FWD,5.9,28.6%,6.7,49.0,490.0,6.0,2.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,177.0,226.8,51.9,311.0,59.0,6.7,1.0,1.1,8.3,8.2,2173444.0,686087.0,4.0,-4.0
Costa,LEE,MID,5.7,9.5%,3.3,32.0,487.0,2.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,92.0,137.8,95.4,145.0,37.9,3.3,1.0,0.6,5.6,5.3,957748.0,418706.0,2.0,-2.0
Fabinho,LIV,MID,5.5,1.5%,1.8,14.0,482.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,85.0,89.8,33.5,9.0,13.4,1.8,0.0,0.3,2.5,2.3,65536.0,82120.0,0.0,0.0
Antonio,WHU,FWD,6.3,3.9%,5.7,27.0,481.0,3.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,77.0,134.0,73.8,314.0,52.1,5.7,0.0,0.9,4.3,4.5,120996.0,545243.0,-2.0,2.0
Mitrović,FUL,FWD,5.8,9.4%,1.5,19.0,477.0,2.0,0.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,47.0,89.8,72.2,277.0,42.6,1.5,0.0,0.3,3.3,3.2,441842.0,1330712.0,-2.0,2.0
Diangana,WBA,MID,5.5,0.6%,2.3,18.0,475.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,86.4,68.5,84.0,23.9,2.3,0.0,0.4,3.3,3.0,39744.0,42701.0,0.0,0.0
