Player,Team,Role,Cost,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall
Basham,SHU,DEF,4.9,1.1%,2.0,11.0,472.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,78.0,107.6,37.0,46.0,19.0,2.0,0.0,0.4,2.2,1.8,17329.0,79363.0,-1.0,1.0
Lewis,NEW,DEF,4.4,2.2%,1.0,10.0,471.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,60.0,62.2,70.8,6.0,13.8,1.0,0.0,0.2,2.3,1.7,202703.0,180096.0,-1.0,1.0
Doucouré,EVE,MID,5.4,1.3%,2.7,14.0,468.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,84.4,100.5,57.0,24.1,2.7,0.0,0.5,2.6,2.3,66103.0,142155.0,-1.0,1.0
Son,TOT,MID,9.5,55.8%,14.0,69.0,466.0,8.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,227.0,347.2,214.3,298.0,86.1,14.0,4.0,1.5,7.3,11.5,4006758.0,2106311.0,5.0,-5.0
Havertz,CHE,MID,8.4,8.4%,5.0,23.0,465.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.0,96.4,107.8,67.0,27.2,5.0,0.0,0.6,2.7,3.8,464791.0,758778.0,-1.0,1.0
Berge,SHU,MID,5.0,0.2%,3.3,15.0,464.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,75.0,99.0,84.5,74.0,25.8,3.3,0.0,0.7,3.0,2.5,7197.0,8393.0,0.0,0.0
Lamptey,BHA,DEF,4.7,11.3%,1.0,14.0,462.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,75.0,83.6,95.1,73.0,25.2,1.0,0.0,0.2,3.0,2.3,867532.0,266972.0,2.0,-2.0
Anguissa,FUL,MID,4.5,2.2%,1.8,13.0,452.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92.0,115.8,104.7,45.0,26.6,1.8,0.0,0.4,2.9,2.2,223063.0,132812.0,0.0,0.0
Wijnaldum,LIV,MID,5.3,1.3%,1.8,12.0,451.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,57.0,64.9,82.0,20.4,1.8,0.0,0.3,2.3,2.0,36117.0,90433.0,-2.0,2.0
Gabriel,ARS,DEF,5.1,11.8%,1.5,23.0,450.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,95.0,133.8,6.0,81.0,22.1,1.5,1.0,0.3,4.5,4.6,818114.0,429525.0,1.0,-1.0
Martínez,AVL,GKP,4.8,26.4%,5.2,34.0,450.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,20.0,4.0,138.0,173.4,0.0,0.0,17.3,5.2,0.0,1.1,7.1,6.8,1582708.0,232973.0,3.0,-3.0
Mings,AVL,DEF,5.2,10.2%,5.0,30.0,450.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,119.0,147.2,24.3,44.0,21.7,5.0,2.0,1.0,5.8,6.0,666894.0,127619.0,2.0,-2.0
Targett,AVL,DEF,4.5,1.8%,3.2,18.0,450.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,83.0,45.4,29.3,32.0,10.8,3.2,0.0,0.7,4.0,3.6,102849.0,46851.0,0.0,0.0
Konsa,AVL,DEF,4.7,8.0%,3.5,29.0,450.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,110.0,123.0,0.5,59.0,18.2,3.5,1.0,0.7,6.2,5.8,630336.0,143029.0,2.0,-2.0
Grealish,AVL,MID,7.3,28.0%,9.0,39.0,450.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,139.0,206.8,187.0,237.0,63.0,9.0,1.0,1.2,5.3,7.8,1635928.0,417239.0,3.0,-3.0
McGinn,AVL,MID,5.5,2.7%,6.8,29.0,450.0,1.0,4.0,3.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,107.0,140.6,143.6,72.0,35.6,6.8,0.0,1.2,5.3,5.8,199386.0,55072.0,0.0,0.0
Watkins,AVL,FWD,6.0,4.8%,6.2,27.0,450.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,87.0,144.8,93.9,200.0,43.8,6.2,1.0,1.0,4.5,5.4,444788.0,185751.0,0.0,0.0
Dunk,BHA,DEF,4.9,3.8%,-0.3,5.0,450.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,62.0,59.2,17.3,38.0,11.5,-0.3,0.0,-0.1,1.0,1.0,59505.0,363625.0,-1.0,1.0
Pope,BUR,GKP,5.5,11.5%,4.7,17.0,450.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,79.0,100.2,0.0,0.0,10.0,4.7,1.0,0.9,3.1,3.4,130407.0,427456.0,0.0,0.0
Long,BUR,DEF,4.5,0.2%,3.0,11.0,450.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,64.0,78.2,11.2,14.0,10.4,3.0,0.0,0.7,2.4,2.2,6977.0,7964.0,0.0,0.0
Taylor,BUR,DEF,4.5,3.6%,2.7,13.0,450.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0,73.8,50.9,9.0,13.4,2.7,0.0,0.6,2.9,2.6,126798.0,191162.0,0.0,0.0
Westwood,BUR,MID,5.4,0.5%,4.0,16.0,450.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,86.0,90.0,122.3,34.0,24.7,4.0,0.0,0.7,3.0,3.2,7993.0,33178.0,-1.0,1.0
Brownhill,BUR,MID,5.0,0.0%,2.0,10.0,450.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,49.6,75.3,55.0,18.0,2.0,0.0,0.4,2.0,2.0,1872.0,2244.0,0.0,0.0
McNeil,BUR,MID,5.9,0.5%,2.0,13.0,450.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0,77.8,123.1,15.0,21.7,2.0,0.0,0.3,2.2,2.6,14126.0,38953.0,-1.0,1.0
Wood,BUR,FWD,6.3,1.3%,2.0,14.0,450.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,46.2,21.6,174.0,23.5,2.0,0.0,0.3,2.2,2.8,77172.0,146399.0,-2.0,2.0
Zouma,CHE,DEF,5.1,5.4%,7.7,32.0,450.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,125.0,172.8,14.6,76.0,26.4,7.7,2.0,1.5,6.3,6.4,365274.0,126581.0,1.0,-1.0
Ward,CRY,DEF,4.5,1.6%,0.7,9.0,450.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,46.0,66.8,15.7,4.0,8.7,0.7,0.0,0.2,2.0,1.8,56237.0,77648.0,0.0,0.0
Allan,EVE,MID,5.4,1.1%,1.0,10.0,450.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,73.4,22.9,8.0,10.4,1.0,0.0,0.2,1.9,2.0,70283.0,120705.0,-1.0,1.0
Areola,FUL,GKP,4.5,1.3%,2.5,11.0,450.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,87.0,163.0,0.0,0.0,16.2,2.5,0.0,0.6,2.4,2.2,47499.0,61843.0,0.0,0.0
Ream,FUL,DEF,4.4,0.2%,1.5,7.0,450.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,82.6,4.7,0.0,8.8,1.5,0.0,0.3,1.6,1.4,5332.0,8906.0,-1.0,1.0
Cairney,FUL,MID,5.3,0.1%,3.5,15.0,450.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,100.0,119.0,173.0,44.0,33.6,3.5,0.0,0.7,2.8,3.0,2614.0,13906.0,-2.0,2.0
Phillips,LEE,MID,5.0,1.9%,1.0,12.0,450.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,85.0,118.4,147.8,8.0,27.4,1.0,0.0,0.2,2.4,2.4,154024.0,219380.0,0.0,0.0
Ederson,MCI,GKP,6.0,6.0%,4.3,15.0,450.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,76.0,98.8,0.0,0.0,9.9,4.3,0.0,0.7,2.5,3.0,167996.0,146199.0,0.0,0.0
Rodrigo,MCI,MID,5.4,0.5%,2.0,9.0,450.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,69.0,72.0,82.9,19.0,17.4,2.0,0.0,0.4,1.7,1.8,16413.0,27193.0,-1.0,1.0
de Gea,MUN,GKP,5.4,3.8%,2.7,11.0,450.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,73.0,98.2,0.0,0.0,9.9,2.7,0.0,0.5,2.0,2.2,72567.0,131073.0,-1.0,1.0
Maguire,MUN,DEF,5.4,2.9%,4.7,18.0,450.0,1.0,1.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,96.0,99.2,18.1,80.0,19.8,4.7,1.0,0.9,3.3,3.6,80214.0,164559.0,-1.0,1.0
Shaw,MUN,DEF,4.9,1.0%,1.0,5.0,450.0,0.0,0.0,1.0,12.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,62.0,61.8,57.2,29.0,15.0,1.0,0.0,0.2,1.0,1.0,64963.0,92459.0,-1.0,1.0
Rashford,MUN,MID,9.5,7.2%,6.3,28.0,450.0,2.0,2.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,82.0,134.6,115.3,198.0,44.8,6.3,1.0,0.7,2.9,5.6,521922.0,380994.0,0.0,0.0
Dier,TOT,DEF,4.9,1.1%,2.7,13.0,450.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,86.8,3.8,4.0,9.5,2.7,0.0,0.6,2.7,2.6,43171.0,89658.0,-1.0,1.0
Ajayi,WBA,DEF,4.8,0.2%,1.0,4.0,450.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,55.4,1.4,2.0,5.9,1.0,0.0,0.2,0.8,0.8,3667.0,15555.0,-2.0,2.0
Bissouma,BHA,MID,4.5,3.8%,4.0,14.0,448.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,63.0,66.6,33.9,54.0,15.2,4.0,0.0,0.9,3.1,2.8,188316.0,215732.0,0.0,0.0
Masuaku,WHU,DEF,4.5,1.3%,2.7,21.0,448.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,98.0,85.0,97.9,37.0,22.0,2.7,1.0,0.6,4.7,4.2,99593.0,39782.0,0.0,0.0
Lascelles,NEW,DEF,4.4,2.2%,0.7,10.0,447.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.0,87.0,1.9,4.0,9.3,0.7,0.0,0.2,2.3,2.0,67986.0,162919.0,-1.0,1.0
Harrison,LEE,MID,5.5,1.9%,1.7,21.0,441.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,77.0,119.0,172.3,104.0,39.6,1.7,0.0,0.3,3.8,4.2,251773.0,207984.0,0.0,0.0
Sterling,MCI,MID,11.6,7.4%,7.3,29.0,441.0,2.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,63.0,115.0,98.6,200.0,41.4,7.3,0.0,0.6,2.5,5.8,619897.0,370570.0,1.0,-1.0
Tierney,ARS,DEF,5.4,5.4%,1.8,13.0,440.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,75.0,57.8,19.0,15.2,1.8,0.0,0.3,2.4,2.6,92291.0,493119.0,-1.0,1.0
Cash,AVL,DEF,5.0,0.7%,3.5,19.0,439.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,103.0,108.8,61.3,20.0,19.0,3.5,0.0,0.7,3.8,3.8,39815.0,19629.0,0.0,0.0
Mané,LIV,MID,12.0,9.4%,5.2,39.0,439.0,4.0,2.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,124.0,206.0,137.3,300.0,64.5,5.2,1.0,0.4,3.2,7.8,627066.0,894374.0,0.0,0.0
Walker,MCI,DEF,6.0,6.2%,3.7,13.0,437.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,76.0,72.6,62.5,48.0,18.3,3.7,0.0,0.6,2.2,2.6,199447.0,173085.0,0.0,0.0
Douglas Luiz,AVL,MID,5.0,0.3%,2.0,11.0,435.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,40.0,57.4,34.7,35.0,12.8,2.0,0.0,0.4,2.2,2.2,10417.0,18553.0,0.0,0.0
Jorginho,CHE,MID,5.3,13.3%,7.7,35.0,432.0,3.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,129.0,172.8,64.4,77.0,31.5,7.7,2.0,1.5,6.6,7.0,1034688.0,361090.0,3.0,-3.0
Shelvey,NEW,MID,5.4,0.2%,1.3,9.0,431.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,53.0,62.8,91.9,72.0,22.7,1.3,0.0,0.2,1.7,1.8,6295.0,16421.0,-1.0,1.0
McArthur,CRY,MID,5.4,0.1%,1.0,9.0,428.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,48.0,76.8,45.6,13.0,13.6,1.0,0.0,0.2,1.7,1.8,3359.0,9956.0,-1.0,1.0
Furlong,WBA,DEF,4.5,0.1%,3.0,14.0,428.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,69.0,75.6,60.8,50.0,18.7,3.0,0.0,0.7,3.1,2.8,5857.0,5563.0,0.0,0.0
Cavaleiro,FUL,MID,5.4,0.1%,1.2,9.0,426.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0,37.8,122.0,45.0,20.4,1.2,0.0,0.2,1.7,1.8,2702.0,7210.0,-1.0,1.0
Gomez,LIV,DEF,5.4,2.8%,1.2,6.0,409.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,87.8,15.4,0.0,10.3,1.2,0.0,0.2,1.1,1.2,83013.0,222091.0,-1.0,1.0
Hayden,NEW,MID,4.8,0.1%,1.0,8.0,408.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,41.0,54.6,27.8,23.0,10.6,1.0,0.0,0.2,1.7,1.6,2008.0,5335.0,-2.0,2.0
Xhaka,ARS,MID,5.4,0.6%,1.2,10.0,407.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,51.8,33.8,29.0,11.4,1.2,0.0,0.2,1.9,1.7,20314.0,44184.0,-1.0,1.0
Fernandes,MUN,MID,10.5,22.0%,6.7,34.0,405.0,3.0,2.0,1.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,137.0,225.6,275.4,139.0,64.0,6.7,2.0,0.6,3.2,6.8,1186849.0,849165.0,0.0,0.0
Vestergaard,SOU,DEF,4.5,2.2%,6.7,27.0,405.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,123.0,140.8,15.0,42.0,19.8,6.7,0.0,1.5,6.0,5.4,130972.0,29003.0,0.0,0.0
Trézéguet,AVL,MID,5.4,1.0%,3.2,16.0,404.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,74.8,91.3,78.0,24.3,3.2,0.0,0.6,3.0,3.2,36157.0,64573.0,-1.0,1.0
Ceballos,ARS,MID,5.0,1.6%,1.8,16.0,392.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,99.0,111.4,140.1,24.0,27.6,1.8,0.0,0.4,3.2,2.7,112602.0,145041.0,0.0,0.0
Vardy,LEI,FWD,10.0,17.3%,3.0,41.0,384.0,6.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,164.0,216.8,24.2,177.0,41.9,3.0,2.0,0.3,4.1,8.2,1064171.0,1319779.0,0.0,0.0
Richarlison,EVE,FWD,7.8,4.5%,0.0,22.0,382.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,84.0,107.6,52.2,193.0,35.1,0.0,0.0,0.0,2.8,4.4,383124.0,788546.0,-2.0,2.0
Davies,TOT,DEF,4.8,1.2%,3.3,15.0,377.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,47.4,54.7,46.0,14.8,3.3,0.0,0.7,3.1,3.0,46476.0,140228.0,-2.0,2.0
Foden,MCI,MID,6.6,8.3%,4.7,25.0,376.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,81.0,101.8,62.8,157.0,32.1,4.7,0.0,0.7,3.8,5.0,664315.0,387743.0,1.0,-1.0
Neves,WOL,MID,5.3,1.6%,2.0,11.0,374.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,64.6,57.4,79.0,20.2,2.0,0.0,0.4,2.1,1.8,30122.0,100733.0,-2.0,2.0
Dendoncker,WOL,MID,4.9,1.2%,3.7,15.0,372.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,63.4,81.7,41.0,18.6,3.7,0.0,0.8,3.1,3.0,31480.0,103133.0,-1.0,1.0
Egan,SHU,DEF,4.9,4.0%,1.3,2.0,371.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37.0,54.2,2.9,14.0,7.2,1.3,0.0,0.3,0.4,0.4,27282.0,780646.0,-1.0,1.0
van Dijk,LIV,DEF,6.4,11.7%,0.2,15.0,370.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,73.0,82.4,4.8,66.0,15.3,0.2,0.0,0.0,2.3,3.0,378375.0,1622405.0,-1.0,1.0
Podence,WOL,MID,5.5,3.8%,3.0,20.0,366.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,71.4,81.0,65.0,21.7,3.0,0.0,0.5,3.6,4.0,554103.0,323173.0,0.0,0.0
James,CHE,DEF,5.0,11.1%,3.0,25.0,363.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,120.0,158.4,129.0,37.0,32.6,3.0,2.0,0.6,5.0,5.0,964435.0,711642.0,0.0,0.0
Willian,ARS,MID,7.8,6.0%,1.5,22.0,362.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,73.0,56.8,110.4,42.0,21.0,1.5,1.0,0.2,2.8,4.4,723595.0,1053367.0,-2.0,2.0
Söyüncü,LEI,DEF,5.4,5.0%,0.3,8.0,360.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,83.4,24.6,44.0,15.2,0.3,0.0,0.1,1.5,2.0,101330.0,675905.0,-1.0,1.0
Alisson,LIV,GKP,5.9,7.4%,1.0,19.0,360.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,79.0,89.8,0.0,0.0,9.0,1.0,1.0,0.2,3.2,4.8,229530.0,710678.0,-1.0,1.0
Lindelöf,MUN,DEF,4.9,1.3%,2.7,10.0,360.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,75.8,15.2,6.0,9.7,2.7,0.0,0.6,2.0,2.5,29086.0,76136.0,-1.0,1.0
Wan-Bissaka,MUN,DEF,5.4,8.6%,4.3,14.0,360.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,112.4,32.3,44.0,18.8,4.3,0.0,0.8,2.6,3.5,229233.0,472694.0,-1.0,1.0
Sánchez,TOT,DEF,5.4,0.9%,0.3,4.0,360.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,55.0,2.1,86.0,14.3,0.3,0.0,0.1,0.7,1.0,18420.0,37842.0,-1.0,1.0
Bartley,WBA,DEF,4.5,0.2%,0.3,9.0,360.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,100.2,0.5,35.0,13.5,0.3,0.0,0.1,2.0,2.2,10629.0,10203.0,0.0,0.0
Townsend,WBA,DEF,4.5,0.1%,4.0,13.0,360.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,63.0,64.6,50.3,27.0,14.2,4.0,0.0,0.9,2.9,3.2,3767.0,3534.0,0.0,0.0
O'Shea,WBA,DEF,4.4,0.2%,0.3,3.0,360.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,77.2,11.9,18.0,10.7,0.3,0.0,0.1,0.7,0.8,3373.0,11763.0,-1.0,1.0
