Player,Team,Role,Cost,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall
Eze,CRY,MID,5.8,0.4%,1.0,7.0,202.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,27.4,39.3,79.0,14.6,1.0,0.0,0.2,1.2,1.4,16093.0,34005.0,-2.0,2.0
Greenwood,MUN,MID,7.2,3.2%,1.0,6.0,200.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,14.8,32.6,50.0,9.6,1.0,0.0,0.1,0.8,1.5,247339.0,544123.0,-3.0,3.0
Batshuayi,CRY,FWD,5.8,0.8%,3.3,12.0,196.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,37.2,13.2,69.0,11.8,3.3,0.0,0.6,2.1,3.0,32939.0,126079.0,-2.0,2.0
Riedewald,CRY,MID,4.4,0.7%,4.0,13.0,194.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,62.8,15.5,17.0,9.6,4.0,1.0,0.9,3.0,3.2,53483.0,24201.0,-1.0,1.0
Jota,LIV,MID,6.3,1.9%,4.5,18.0,194.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,57.0,80.4,36.0,124.0,24.0,4.5,0.0,0.7,2.9,4.5,124067.0,234847.0,-2.0,2.0
Krovinovic,WBA,MID,5.0,0.0%,2.0,6.0,194.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,27.0,19.0,17.0,6.2,2.0,0.0,0.4,1.2,2.0,505.0,197.0,0.0,0.0
Norwood,SHU,MID,4.8,0.2%,0.7,5.0,191.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,29.6,45.4,0.0,7.6,0.7,0.0,0.1,1.0,1.7,5069.0,29542.0,-2.0,2.0
Schär,NEW,DEF,4.9,0.0%,1.0,3.0,185.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,26.6,1.3,1.0,2.9,1.0,0.0,0.2,0.6,1.0,1506.0,1772.0,-1.0,1.0
Struijk,LEE,DEF,4.0,2.4%,0.7,2.0,184.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,53.2,2.1,2.0,5.8,0.7,0.0,0.2,0.5,0.7,137669.0,99039.0,0.0,0.0
Maitland-Niles,ARS,DEF,4.9,1.3%,0.5,8.0,183.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,20.2,4.3,7.0,3.2,0.5,0.0,0.1,1.6,2.7,44749.0,100263.0,-1.0,1.0
Bernardo Silva,MCI,MID,7.4,0.6%,2.0,6.0,182.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,22.8,24.7,14.0,6.2,2.0,0.0,0.3,0.8,2.0,27629.0,45514.0,-1.0,1.0
Dunne,BUR,DEF,4.1,7.8%,0.0,8.0,180.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,66.2,21.2,38.0,12.6,0.0,0.0,0.0,2.0,4.0,695153.0,229890.0,1.0,-1.0
Mendy,CHE,GKP,5.0,2.1%,4.3,13.0,180.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,47.0,23.8,0.0,0.0,2.4,4.3,0.0,0.9,2.6,6.5,195602.0,76329.0,0.0,0.0
Dann,CRY,DEF,4.5,0.7%,0.7,9.0,180.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,34.2,0.7,8.0,4.3,0.7,0.0,0.2,2.0,4.5,45540.0,57547.0,0.0,0.0
Adarabioyo,FUL,DEF,4.5,0.0%,1.5,3.0,180.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.2,1.1,8.0,4.0,1.5,0.0,0.3,0.7,1.5,990.0,267.0,0.0,0.0
Fofana,LEI,DEF,5.0,0.1%,2.3,7.0,180.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.0,40.6,1.4,0.0,4.2,2.3,0.0,0.5,1.4,3.5,3899.0,629.0,0.0,0.0
Ndidi,LEI,MID,4.8,0.7%,0.0,5.0,180.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,47.8,1.5,0.0,4.9,0.0,0.0,0.0,1.0,2.5,17800.0,124335.0,-2.0,2.0
Adrián,LIV,GKP,4.5,0.6%,0.5,2.0,180.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,28.0,42.2,0.0,0.0,4.2,0.5,0.0,0.1,0.4,1.0,41311.0,24376.0,0.0,0.0
Cancelo,MCI,DEF,5.4,0.8%,4.3,13.0,180.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,50.0,55.0,64.7,22.0,14.2,4.3,0.0,0.8,2.4,6.5,36423.0,50018.0,-1.0,1.0
Garcia,MCI,DEF,4.8,0.2%,0.7,2.0,180.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,37.0,22.6,1.0,6.0,0.7,0.0,0.1,0.4,1.0,6760.0,14537.0,-2.0,2.0
Krafth,NEW,DEF,4.4,0.1%,1.3,4.0,180.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,40.2,26.9,2.0,6.9,1.3,0.0,0.3,0.9,2.0,1298.0,3646.0,-1.0,1.0
O'Connell,SHU,DEF,4.8,0.2%,0.0,3.0,180.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,40.2,2.5,0.0,4.3,0.0,0.0,0.0,0.6,1.5,3174.0,38629.0,-2.0,2.0
Stephens,SOU,DEF,4.8,0.2%,0.0,1.0,180.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,28.8,1.9,17.0,4.8,0.0,0.0,0.0,0.2,0.5,2278.0,21080.0,-2.0,2.0
Aurier,TOT,DEF,5.2,2.6%,4.3,13.0,180.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,94.2,30.0,60.0,18.4,4.3,0.0,0.8,2.5,6.5,122606.0,202410.0,-3.0,3.0
Reguilón,TOT,DEF,5.6,3.8%,2.0,6.0,180.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,43.4,61.3,14.0,11.9,2.0,0.0,0.4,1.1,3.0,291682.0,49743.0,1.0,-1.0
Ivanovic,WBA,DEF,4.5,0.1%,2.7,8.0,180.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,35.2,0.5,57.0,9.3,2.7,0.0,0.6,1.8,4.0,9399.0,4067.0,0.0,0.0
Gallagher,WBA,MID,5.5,0.0%,1.7,5.0,180.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,31.0,25.4,11.0,6.7,1.7,0.0,0.3,0.9,2.5,894.0,530.0,0.0,0.0
Diop,WHU,DEF,4.5,0.7%,0.0,2.0,180.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,41.4,1.2,0.0,4.3,0.0,0.0,0.0,0.4,1.0,8186.0,69478.0,0.0,0.0
Fleck,SHU,MID,5.7,0.2%,0.3,5.0,179.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,18.0,48.8,14.0,8.0,0.3,0.0,0.1,0.9,1.7,5339.0,31429.0,-3.0,3.0
James,MUN,MID,6.3,0.3%,0.7,3.0,177.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,13.2,42.4,86.0,14.2,0.7,0.0,0.1,0.5,1.0,6451.0,19784.0,-2.0,2.0
Gudmundsson,BUR,MID,5.4,0.0%,2.0,6.0,173.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,14.4,19.9,21.0,5.6,2.0,0.0,0.4,1.1,2.0,10035.0,13628.0,-1.0,1.0
Pulisic,CHE,MID,8.3,3.9%,2.0,6.0,173.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26.4,14.1,72.0,11.3,2.0,0.0,0.2,0.7,2.0,220345.0,660636.0,-2.0,2.0
Roberts,LEE,MID,4.9,0.1%,0.3,4.0,173.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.6,31.6,11.0,5.6,0.3,0.0,0.1,0.8,1.0,2695.0,4891.0,-1.0,1.0
Vinagre,WOL,DEF,4.2,1.9%,0.0,1.0,172.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,31.2,25.3,0.0,5.7,0.0,0.0,0.0,0.2,0.5,56380.0,561946.0,-3.0,3.0
Reed,FUL,MID,4.5,0.7%,1.0,8.0,170.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,41.8,30.1,8.0,8.0,1.0,0.0,0.2,1.8,2.7,45515.0,76650.0,0.0,0.0
Maddison,LEI,MID,7.0,2.4%,1.0,15.0,170.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,42.0,40.2,45.8,41.0,12.4,1.0,0.0,0.1,2.1,3.0,226765.0,192715.0,0.0,0.0
Fraser,NEW,MID,5.8,0.3%,2.7,9.0,169.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,4.5,7.0,2.0,2.7,0.0,0.5,1.6,2.2,11445.0,60829.0,-2.0,2.0
Stephens,BUR,MID,4.4,7.8%,0.7,4.0,157.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,19.8,6.6,21.0,4.8,0.7,0.0,0.2,0.9,2.0,207177.0,546186.0,-1.0,1.0
Alioski,LEE,DEF,4.4,0.4%,2.7,10.0,156.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,23.4,38.5,36.0,9.9,2.7,0.0,0.6,2.3,2.5,11241.0,30452.0,-1.0,1.0
Grant,WBA,FWD,6.0,0.0%,5.5,11.0,155.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,36.0,39.8,23.2,37.0,10.0,5.5,0.0,0.9,1.8,5.5,1711.0,240.0,0.0,0.0
Fernandinho,MCI,DEF,5.5,1.0%,0.7,5.0,154.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,33.4,13.2,30.0,7.7,0.7,0.0,0.1,0.9,1.2,38436.0,66927.0,0.0,0.0
Bergwijn,TOT,MID,7.1,0.4%,1.0,6.0,152.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.4,34.6,22.0,6.8,1.0,0.0,0.1,0.8,1.5,8995.0,79922.0,-4.0,4.0
Godfrey,EVE,DEF,5.0,0.1%,1.0,2.0,149.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31.4,11.9,0.0,4.4,1.0,0.0,0.2,0.4,1.0,4283.0,1023.0,0.0,0.0
Mata,MUN,MID,5.9,0.1%,2.0,6.0,147.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,38.8,85.4,30.0,15.4,2.0,0.0,0.3,1.0,3.0,4559.0,6752.0,-1.0,1.0
Carroll,NEW,FWD,5.3,0.4%,0.3,8.0,147.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.2,16.4,72.0,9.8,0.3,0.0,0.1,1.5,2.0,41754.0,54196.0,-2.0,2.0
Iwobi,EVE,MID,5.9,0.2%,2.3,9.0,145.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,33.6,22.7,32.0,8.8,2.3,0.0,0.4,1.5,1.8,5054.0,9610.0,-1.0,1.0
Amartey,LEI,DEF,4.0,1.1%,0.0,0.0,144.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,22.4,1.8,0.0,2.4,0.0,0.0,0.0,0.0,0.0,39044.0,71747.0,0.0,0.0
Pieters,BUR,DEF,4.4,0.6%,2.0,4.0,140.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,7.6,2.0,17.0,2.6,2.0,0.0,0.5,0.9,2.0,18124.0,64265.0,-1.0,1.0
Milivojevic,CRY,MID,5.7,0.4%,1.3,6.0,138.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,27.2,45.9,1.0,7.3,1.3,0.0,0.2,1.1,1.2,5743.0,45207.0,-3.0,3.0
Hourihane,AVL,MID,6.0,0.2%,3.5,17.0,137.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,57.0,62.2,77.7,23.0,16.3,3.5,1.0,0.6,2.8,8.5,22118.0,16202.0,0.0,0.0
Hudson-Odoi,CHE,MID,5.8,0.3%,1.0,10.0,137.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,46.6,59.5,49.0,15.5,1.0,0.0,0.2,1.7,3.3,20274.0,34954.0,-2.0,2.0
Matic,MUN,MID,4.9,0.2%,0.7,6.0,136.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,28.4,17.5,9.0,5.5,0.7,0.0,0.1,1.2,2.0,9213.0,15263.0,-1.0,1.0
Veltman,BHA,DEF,4.3,0.2%,0.7,2.0,135.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,34.2,5.0,4.0,4.4,0.7,0.0,0.2,0.5,1.0,4527.0,16997.0,-2.0,2.0
Thiago,LIV,MID,6.0,1.8%,0.5,3.0,135.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,20.2,44.6,12.0,7.7,0.5,0.0,0.1,0.5,1.5,295483.0,240765.0,0.0,0.0
Gibbs,WBA,DEF,4.4,0.3%,0.0,-3.0,135.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,7.4,13.2,2.0,2.3,0.0,0.0,0.0,-0.7,-1.5,4321.0,38668.0,-1.0,1.0
Lo Celso,TOT,MID,6.9,0.5%,0.3,4.0,132.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,19.6,58.1,64.0,14.2,0.3,0.0,0.0,0.6,1.3,4623.0,31294.0,-1.0,1.0
Onomah,FUL,MID,4.8,0.1%,0.0,3.0,131.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,7.4,2.0,2.1,0.0,0.0,0.0,0.6,1.5,1904.0,10907.0,-2.0,2.0
Kovacic,CHE,MID,5.4,0.3%,0.3,4.0,130.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.4,10.9,1.0,2.0,0.3,0.0,0.1,0.7,1.3,19322.0,22480.0,-1.0,1.0
Sharp,SHU,FWD,5.7,0.2%,2.7,11.0,129.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,36.6,4.9,61.0,10.3,2.7,0.0,0.5,1.9,2.8,7412.0,19087.0,-3.0,3.0
Tete,FUL,DEF,4.4,0.1%,0.0,2.0,128.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,53.0,67.5,4.0,12.4,0.0,0.0,0.0,0.5,1.0,5737.0,11497.0,-1.0,1.0
Vydra,BUR,FWD,5.0,0.8%,0.7,5.0,124.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.6,27.1,65.0,10.1,0.7,0.0,0.1,1.0,1.2,59232.0,61732.0,0.0,0.0
Le Marchand,FUL,DEF,4.3,0.1%,0.2,1.0,122.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,12.6,1.6,1.0,1.6,0.2,0.0,0.0,0.2,0.5,1189.0,7978.0,-2.0,2.0
Marçal,WOL,DEF,4.9,0.2%,0.7,8.0,120.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,20.4,12.8,10.0,4.4,0.7,0.0,0.1,1.6,2.0,22118.0,30565.0,-1.0,1.0
Lamela,TOT,MID,5.9,0.2%,0.3,6.0,118.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,23.8,29.1,91.0,14.4,0.3,0.0,0.1,1.0,1.5,8733.0,13782.0,-1.0,1.0
Kebano,FUL,MID,4.8,0.1%,0.5,5.0,115.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.4,14.6,47.0,5.9,0.5,0.0,0.1,1.0,1.2,2458.0,9195.0,-2.0,2.0
Gündogan,MCI,MID,5.4,0.3%,1.0,3.0,115.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.4,34.4,10.0,5.7,1.0,0.0,0.2,0.6,1.5,12519.0,32314.0,-1.0,1.0
Edwards,WBA,MID,4.9,0.0%,0.7,4.0,113.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.8,12.0,39.0,6.3,0.7,0.0,0.1,0.8,1.0,433.0,1621.0,-1.0,1.0
Smallbone,SOU,MID,4.5,0.4%,0.0,3.0,111.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.2,4.1,0.0,1.1,0.0,0.0,0.0,0.7,1.5,23053.0,30539.0,0.0,0.0
Agüero,MCI,FWD,10.4,2.3%,1.0,3.0,109.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,36.8,18.0,5.8,1.0,0.0,0.1,0.3,1.5,192225.0,313839.0,-1.0,1.0
Lemina,FUL,MID,4.5,0.5%,0.8,4.0,107.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,6.3,8.0,3.1,0.8,0.0,0.2,0.9,1.3,8879.0,55914.0,0.0,0.0
Nketiah,ARS,FWD,5.7,0.7%,1.0,13.0,106.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,43.0,40.6,4.2,42.0,8.5,1.0,0.0,0.2,2.3,2.2,28500.0,107829.0,-3.0,3.0
Murphy,NEW,MID,4.9,0.0%,3.0,10.0,106.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,51.4,15.7,7.0,7.4,3.0,1.0,0.6,2.0,5.0,1463.0,2145.0,-1.0,1.0
Walcott,SOU,MID,5.8,0.2%,1.5,6.0,102.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,26.8,54.1,9.0,9.0,1.5,0.0,0.3,1.0,3.0,6073.0,14938.0,-2.0,2.0
Iheanacho,LEI,FWD,5.7,0.3%,1.0,4.0,101.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.6,38.1,29.0,7.6,1.0,0.0,0.2,0.7,1.3,9353.0,36102.0,-3.0,3.0
Fuchs,LEI,DEF,4.5,0.1%,2.0,7.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,26.0,27.0,3.0,0.0,3.0,2.0,0.0,0.4,1.6,3.5,5623.0,4449.0,0.0,0.0
Torres,MCI,MID,6.9,0.8%,1.7,7.0,99.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.6,24.0,41.0,8.2,1.7,0.0,0.2,1.0,2.3,21496.0,51126.0,-1.0,1.0
Bailly,MUN,DEF,4.9,0.2%,-0.7,-1.0,98.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,25.0,0.1,0.0,2.5,-0.7,0.0,-0.1,-0.2,-0.5,8032.0,16465.0,-1.0,1.0
Partey,ARS,MID,5.0,0.8%,1.0,2.0,97.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,11.6,14.1,0.0,2.5,1.0,0.0,0.2,0.4,1.0,62434.0,12872.0,0.0,0.0
Davies,EVE,MID,5.4,0.1%,0.7,4.0,92.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,22.2,2.8,0.0,2.5,0.7,0.0,0.1,0.7,1.3,2524.0,6603.0,-1.0,1.0
Matip,LIV,DEF,5.4,0.3%,0.2,2.0,91.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.6,0.8,17.0,3.0,0.2,0.0,0.0,0.4,1.0,11592.0,28581.0,-1.0,1.0
Kolasinac,ARS,DEF,4.8,0.2%,0.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.6,5.4,4.0,1.3,0.0,0.0,0.0,0.4,2.0,4226.0,13965.0,-2.0,2.0
Lowton,BUR,DEF,4.4,0.1%,0.7,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.2,1.3,0.0,1.7,0.7,0.0,0.2,0.5,2.0,1224.0,7094.0,-1.0,1.0
Caballero,CHE,GKP,4.8,0.3%,0.0,1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.2,0.0,0.0,0.4,0.0,0.0,0.0,0.2,1.0,4352.0,14714.0,-2.0,2.0
Cahill,CRY,DEF,4.5,0.1%,0.7,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,26.0,0.0,0.0,2.6,0.7,0.0,0.2,0.4,2.0,3628.0,5079.0,0.0,0.0
