Player,Cost,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall
Decordova-ReidFULFWD,5.4,0.1%,1.0,9.0,204.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,41.6,14.7,47.0,10.3,1.0,0.0,0.2,1.7,2.2,9645.0,12343.0,-1.0,1.0
RedmondSOUMID,6.4,0.2%,1.0,5.0,201.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.4,13.2,35.0,6.2,1.0,0.0,0.2,0.8,1.7,12846.0,56961.0,-1.0,1.0
HendersonLIVMID,5.4,1.2%,0.7,5.0,200.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,30.0,45.1,38.0,11.3,0.7,0.0,0.1,0.9,1.7,17354.0,130536.0,-1.0,1.0
KamaraFULMID,4.9,0.1%,0.3,4.0,193.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,10.8,42.0,32.0,8.0,0.3,0.0,0.1,0.8,1.0,3949.0,7583.0,-1.0,1.0
GreenwoodMUNMID,7.3,4.1%,1.3,5.0,193.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.8,17.7,48.0,7.4,1.3,0.0,0.2,0.7,1.7,245995.0,472935.0,-2.0,2.0
AbrahamCHEFWD,7.3,2.5%,4.0,13.0,192.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,42.0,15.5,113.0,17.1,4.0,0.0,0.5,1.8,3.2,52502.0,196025.0,-2.0,2.0
NorwoodSHUMID,4.8,0.3%,0.8,5.0,191.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,29.6,45.4,0.0,7.6,0.8,0.0,0.2,1.0,1.7,4729.0,27243.0,-2.0,2.0
EzeCRYMID,5.9,0.4%,1.3,6.0,188.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,28.0,35.0,8.5,1.3,0.0,0.2,1.0,1.5,15339.0,30382.0,-1.0,1.0
Maitland-NilesARSDEF,4.9,1.4%,0.7,8.0,183.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,20.2,4.3,7.0,3.2,0.7,0.0,0.1,1.6,2.7,43291.0,88946.0,-1.0,1.0
TarkowskiBURDEF,5.4,2.8%,2.0,6.0,180.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,44.6,20.8,33.0,9.9,2.0,0.0,0.4,1.1,3.0,20211.0,218750.0,-1.0,1.0
DunneBURDEF,4.1,8.4%,0.7,8.0,180.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,66.2,21.2,38.0,12.6,0.7,0.0,0.2,2.0,4.0,684612.0,185059.0,1.0,-1.0
RobinsonFULDEF,4.4,0.1%,1.3,4.0,180.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,49.0,30.5,19.0,9.9,1.3,0.0,0.3,0.9,2.0,1819.0,4784.0,-1.0,1.0
AinaFULDEF,4.5,0.0%,2.0,4.0,180.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,33.2,20.5,0.0,5.3,2.0,0.0,0.4,0.9,2.0,1074.0,301.0,0.0,0.0
NdidiLEIMID,4.9,0.7%,0.0,5.0,180.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,47.8,1.5,0.0,4.9,0.0,0.0,0.0,1.0,2.5,17672.0,119295.0,-1.0,1.0
AdriánLIVGKP,4.5,0.6%,0.7,2.0,180.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,28.0,42.2,0.0,0.0,4.2,0.7,0.0,0.2,0.4,1.0,26627.0,13008.0,0.0,0.0
DiasMCIDEF,5.5,1.0%,3.5,7.0,180.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,34.6,3.3,8.0,4.6,3.5,0.0,0.6,1.3,3.5,69380.0,9155.0,0.0,0.0
KrafthNEWDEF,4.4,0.1%,1.3,4.0,180.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,40.2,26.9,2.0,6.9,1.3,0.0,0.3,0.9,2.0,1018.0,3316.0,-1.0,1.0
O'ConnellSHUDEF,4.9,0.2%,0.5,3.0,180.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,40.2,2.5,0.0,4.3,0.5,0.0,0.1,0.6,1.5,3129.0,36213.0,-1.0,1.0
StephensSOUDEF,4.9,0.3%,0.0,1.0,180.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,28.8,1.9,17.0,4.8,0.0,0.0,0.0,0.2,0.5,2045.0,19184.0,-1.0,1.0
AlderweireldTOTDEF,5.4,1.7%,0.3,3.0,180.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,45.6,11.3,2.0,5.9,0.3,0.0,0.1,0.6,1.5,28625.0,111076.0,-1.0,1.0
ReguilónTOTDEF,5.5,2.8%,2.0,6.0,180.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,43.4,61.3,14.0,11.9,2.0,0.0,0.4,1.1,3.0,203192.0,32259.0,0.0,0.0
DiopWHUDEF,4.5,0.8%,0.0,2.0,180.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,41.4,1.2,0.0,4.3,0.0,0.0,0.0,0.4,1.0,7678.0,65081.0,0.0,0.0
CoufalWHUDEF,4.5,0.2%,4.5,9.0,180.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,31.2,28.5,22.0,8.2,4.5,0.0,1.0,2.0,4.5,11858.0,3144.0,0.0,0.0
FleckSHUMID,5.8,0.2%,0.8,5.0,179.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,18.0,48.8,14.0,8.0,0.8,0.0,0.1,0.9,1.7,5297.0,28014.0,-2.0,2.0
OsbornSHUMID,4.9,0.0%,1.2,5.0,179.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,61.6,22.0,10.6,1.2,0.0,0.2,1.0,1.7,493.0,1425.0,-1.0,1.0
PépéARSMID,7.7,0.9%,3.0,11.0,177.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,38.8,20.5,61.0,12.0,3.0,0.0,0.4,1.4,2.2,13150.0,105884.0,-3.0,3.0
RobertsLEEMID,4.9,0.1%,0.7,4.0,173.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.6,31.6,11.0,5.6,0.7,0.0,0.1,0.8,1.0,2315.0,4249.0,-1.0,1.0
SigurdssonEVEMID,6.9,1.0%,2.3,9.0,169.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,47.2,49.2,22.0,11.9,2.3,0.0,0.3,1.3,1.8,8051.0,49387.0,-1.0,1.0
StruijkLEEDEF,4.0,1.9%,0.7,2.0,164.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,52.0,0.6,2.0,5.5,0.7,0.0,0.2,0.5,1.0,89290.0,86205.0,0.0,0.0
Thiago SilvaCHEDEF,5.5,2.0%,2.3,7.0,162.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,40.0,15.3,2.0,5.8,2.3,0.0,0.4,1.3,3.5,62436.0,147857.0,0.0,0.0
ReedFULMID,4.5,0.8%,0.0,4.0,159.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,23.6,19.6,8.0,5.1,0.0,0.0,0.0,0.9,2.0,44897.0,70791.0,0.0,0.0
StephensBURMID,4.4,8.3%,1.3,4.0,157.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,19.8,6.6,21.0,4.8,1.3,0.0,0.3,0.9,2.0,188395.0,496274.0,-1.0,1.0
FernandinhoMCIDEF,5.5,1.3%,1.2,5.0,154.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,33.4,13.2,30.0,7.7,1.2,0.0,0.2,0.9,1.2,38091.0,42671.0,0.0,0.0
BarnesBURFWD,6.0,0.1%,1.0,3.0,152.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,10.6,39.0,87.0,13.6,1.0,0.0,0.2,0.5,1.5,3511.0,7360.0,0.0,0.0
AmpaduSHUDEF,4.5,0.6%,0.8,3.0,149.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,36.4,0.7,3.0,4.0,0.8,0.0,0.2,0.7,1.5,13570.0,31417.0,0.0,0.0
CarrollNEWFWD,5.4,0.5%,1.3,7.0,145.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.2,16.1,72.0,9.8,1.3,0.0,0.2,1.3,2.3,40683.0,49576.0,-1.0,1.0
AmarteyLEIDEF,4.0,1.2%,0.0,0.0,144.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,22.4,1.8,0.0,2.4,0.0,0.0,0.0,0.0,0.0,38583.0,62665.0,0.0,0.0
PietersBURDEF,4.4,0.7%,2.0,4.0,140.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,7.6,2.0,17.0,2.6,2.0,0.0,0.5,0.9,2.0,17668.0,58054.0,-1.0,1.0
Loftus-CheekFULMID,5.9,0.2%,1.0,5.0,140.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.4,17.4,33.0,6.2,1.0,0.0,0.2,0.8,2.5,5889.0,8967.0,-1.0,1.0
FredMUNMID,5.3,0.1%,1.3,4.0,138.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,21.8,16.7,10.0,4.8,1.3,0.0,0.2,0.8,1.3,2436.0,7269.0,-2.0,2.0
HourihaneAVLMID,6.0,0.3%,4.2,17.0,137.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,57.0,62.2,77.7,23.0,16.3,4.2,1.0,0.7,2.8,8.5,21484.0,12947.0,0.0,0.0
Hudson-OdoiCHEMID,5.8,0.4%,3.0,10.0,137.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,46.6,59.5,49.0,15.5,3.0,0.0,0.5,1.7,3.3,19629.0,30393.0,-2.0,2.0
MaticMUNMID,4.9,0.3%,2.0,6.0,136.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,28.4,17.5,9.0,5.5,2.0,0.0,0.4,1.2,2.0,8651.0,13252.0,-1.0,1.0
ThiagoLIVMID,6.0,2.0%,0.7,3.0,135.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,20.2,44.6,12.0,7.7,0.7,0.0,0.1,0.5,1.5,288513.0,219053.0,0.0,0.0
OnomahFULMID,4.8,0.1%,0.0,3.0,131.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,7.4,2.0,2.1,0.0,0.0,0.0,0.6,1.5,1834.0,9335.0,-2.0,2.0
KovacicCHEMID,5.5,0.3%,0.7,4.0,130.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.4,10.9,1.0,2.0,0.7,0.0,0.1,0.7,1.3,18770.0,19415.0,0.0,0.0
SharpSHUFWD,5.8,0.2%,2.2,11.0,129.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,36.6,4.9,61.0,10.3,2.2,0.0,0.4,1.9,2.8,6825.0,17758.0,-2.0,2.0
TeteFULDEF,4.4,0.1%,0.0,2.0,128.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,53.0,67.5,4.0,12.4,0.0,0.0,0.0,0.5,1.0,5689.0,10557.0,-1.0,1.0
AlmirónNEWMID,5.8,0.5%,1.0,8.0,128.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,46.2,67.2,38.0,15.1,1.0,0.0,0.2,1.4,2.0,15496.0,51568.0,-2.0,2.0
VydraBURFWD,5.0,0.8%,1.0,4.0,123.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.6,27.1,65.0,10.1,1.0,0.0,0.2,0.8,1.3,55212.0,53286.0,0.0,0.0
Le MarchandFULDEF,4.3,0.1%,0.3,1.0,122.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,12.6,1.6,1.0,1.6,0.3,0.0,0.1,0.2,0.5,874.0,7345.0,-2.0,2.0
Lo CelsoTOTMID,6.9,0.5%,1.0,3.0,121.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,14.4,46.3,43.0,10.4,1.0,0.0,0.1,0.4,1.5,4226.0,29944.0,-1.0,1.0
JamesMUNMID,6.3,0.3%,0.3,2.0,120.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,10.0,31.1,80.0,12.1,0.3,0.0,0.0,0.3,1.0,6019.0,18580.0,-2.0,2.0
KebanoFULMID,4.8,0.1%,0.7,5.0,115.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.4,14.6,47.0,5.9,0.7,0.0,0.1,1.0,1.2,2313.0,8413.0,-2.0,2.0
Bernardo SilvaMCIMID,7.4,0.5%,1.0,4.0,115.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,19.9,12.0,5.1,1.0,0.0,0.1,0.5,2.0,18156.0,40084.0,-1.0,1.0
BurnBHADEF,4.4,0.5%,0.7,3.0,113.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,4.5,8.0,2.1,0.7,0.0,0.2,0.7,1.5,4218.0,26699.0,-1.0,1.0
LookmanFULMID,5.0,0.2%,5.5,11.0,113.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,66.8,52.7,46.0,16.6,5.5,0.0,1.1,2.2,5.5,11062.0,1456.0,0.0,0.0
JotaLIVMID,6.3,1.8%,3.0,9.0,112.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,43.2,32.0,103.0,17.8,3.0,0.0,0.5,1.4,3.0,98102.0,217048.0,-2.0,2.0
SmallboneSOUMID,4.5,0.4%,0.0,3.0,111.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.2,4.1,0.0,1.1,0.0,0.0,0.0,0.7,1.5,22959.0,26712.0,0.0,0.0
RiedewaldCRYMID,4.4,0.5%,1.3,4.0,110.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.4,2.2,0.0,2.2,1.3,0.0,0.3,0.9,1.3,35375.0,18558.0,-1.0,1.0
BatshuayiCRYFWD,5.8,0.8%,2.0,7.0,106.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.8,2.2,9.0,1.2,2.0,0.0,0.3,1.2,2.3,23675.0,120894.0,-2.0,2.0
WalcottSOUMID,5.8,0.2%,1.5,6.0,102.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,26.8,54.1,9.0,9.0,1.5,0.0,0.3,1.0,3.0,5294.0,13503.0,-2.0,2.0
IwobiEVEMID,5.9,0.2%,2.3,8.0,100.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,29.2,21.5,8.0,5.8,2.3,0.0,0.4,1.4,2.0,3532.0,8453.0,-1.0,1.0
TorresMCIMID,6.9,0.8%,1.8,7.0,99.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.6,24.0,41.0,8.2,1.8,0.0,0.3,1.0,2.3,18489.0,45879.0,-1.0,1.0
SchärNEWDEF,4.9,0.0%,0.3,1.0,95.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.8,1.0,1.1,0.3,0.0,0.1,0.2,0.5,1133.0,1537.0,-1.0,1.0
PulisicCHEMID,8.3,4.0%,1.0,3.0,93.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.8,12.5,28.0,5.9,1.0,0.0,0.1,0.4,1.5,196217.0,629311.0,-2.0,2.0
DaviesEVEMID,5.4,0.1%,1.0,4.0,92.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,22.2,2.8,0.0,2.5,1.0,0.0,0.2,0.7,1.3,2338.0,5997.0,-1.0,1.0
FraserNEWMID,5.8,0.4%,1.7,6.0,92.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.6,3.3,7.0,1.4,1.7,0.0,0.3,1.0,2.0,11006.0,57731.0,-2.0,2.0
MatipLIVDEF,5.4,0.4%,0.3,2.0,91.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.6,0.8,17.0,3.0,0.3,0.0,0.1,0.4,1.0,10608.0,24245.0,-1.0,1.0
KolasinacARSDEF,4.8,0.2%,0.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.6,5.4,4.0,1.3,0.0,0.0,0.0,0.4,2.0,3968.0,12766.0,-2.0,2.0
GudmundssonBURMID,5.4,0.0%,1.3,4.0,90.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.4,17.2,9.0,3.8,1.3,0.0,0.2,0.7,2.0,9962.0,13517.0,-1.0,1.0
CaballeroCHEGKP,4.9,0.3%,0.3,1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.2,0.0,0.0,0.4,0.3,0.0,0.1,0.2,1.0,4126.0,13333.0,-1.0,1.0
MendyCHEGKP,5.0,1.0%,2.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,0.0,0.0,0.5,2.0,0.0,0.4,1.2,6.0,125273.0,71656.0,0.0,0.0
CahillCRYDEF,4.5,0.1%,0.7,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,26.0,0.0,0.0,2.6,0.7,0.0,0.2,0.4,2.0,3139.0,3810.0,0.0,0.0
DannCRYDEF,4.5,0.7%,0.0,7.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,15.6,0.4,8.0,2.4,0.0,0.0,0.0,1.6,7.0,44958.0,54683.0,0.0,0.0
RodákFULGKP,4.4,0.4%,0.0,1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,18.2,0.0,0.0,1.8,0.0,0.0,0.0,0.2,1.0,7364.0,17139.0,-1.0,1.0
FofanaLEIDEF,5.0,0.0%,1.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26.6,0.3,0.0,2.7,1.0,0.0,0.2,0.4,2.0,1638.0,309.0,0.0,0.0
StonesMCIDEF,4.9,0.5%,0.5,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,20.2,0.3,0.0,2.1,0.5,0.0,0.1,0.4,2.0,18499.0,24439.0,-1.0,1.0
CanceloMCIDEF,5.4,0.6%,2.0,8.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,28.0,27.2,38.8,6.0,7.2,2.0,0.0,0.4,1.5,8.0,17292.0,47365.0,-1.0,1.0
LaporteMCIDEF,6.0,2.8%,0.5,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.8,0.7,6.0,1.8,0.5,0.0,0.1,0.3,2.0,46766.0,195143.0,0.0,0.0
GarciaMCIDEF,4.8,0.2%,0.0,0.0,90.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,14.6,15.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5285.0,13497.0,-2.0,2.0
JesusMCIFWD,9.4,0.8%,1.5,6.0,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,28.0,47.0,13.8,45.0,10.6,1.5,0.0,0.2,0.6,6.0,121698.0,202085.0,-1.0,1.0
MataMUNMID,5.9,0.1%,1.7,5.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,29.8,46.5,19.0,9.5,1.7,0.0,0.3,0.8,5.0,3185.0,5801.0,-1.0,1.0
HegaziWBADEF,4.3,0.4%,2.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,19.6,0.3,0.0,2.0,2.0,0.0,0.5,1.4,6.0,5707.0,56967.0,-2.0,2.0
IvanovicWBADEF,4.5,0.1%,2.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,21.6,0.1,57.0,7.9,2.0,0.0,0.4,1.3,6.0,6744.0,3384.0,0.0,0.0
GallagherWBAMID,5.5,0.0%,1.0,3.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.8,22.5,3.0,3.9,1.0,0.0,0.2,0.5,3.0,750.0,424.0,0.0,0.0
Poveda-OcampoLEEMID,4.4,0.5%,1.0,3.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.8,16.1,43.0,7.2,1.0,0.0,0.2,0.7,1.0,26276.0,20062.0,-1.0,1.0
MaddisonLEIMID,7.0,2.4%,3.7,13.0,86.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,40.2,39.0,25.0,10.4,3.7,0.0,0.5,1.9,3.2,209883.0,168100.0,0.0,0.0
EdwardsWBAMID,4.9,0.0%,0.3,3.0,86.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.8,0.7,37.0,4.3,0.3,0.0,0.1,0.6,1.0,402.0,1491.0,-1.0,1.0
LamelaTOTMID,5.9,0.2%,0.3,5.0,85.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,10.2,3.5,70.0,8.4,0.3,0.0,0.1,0.8,1.7,8045.0,12033.0,-1.0,1.0
Robson-KanuWBAFWD,5.3,0.2%,0.7,3.0,84.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.2,10.7,16.0,3.4,0.7,0.0,0.1,0.6,1.0,6566.0,25048.0,-2.0,2.0
RodriguezBURFWD,5.9,0.3%,0.3,2.0,82.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.6,11.5,13.0,2.8,0.3,0.0,0.1,0.3,1.0,7089.0,42623.0,-1.0,1.0
Fosu-MensahMUNDEF,4.4,0.1%,0.0,0.0,80.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,17.8,30.5,16.0,6.4,0.0,0.0,0.0,0.0,0.0,3283.0,5351.0,-1.0,1.0
HernándezLEEMID,5.8,0.4%,0.3,3.0,76.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.6,5.7,24.0,3.9,0.3,0.0,0.1,0.5,1.5,13174.0,108125.0,-2.0,2.0
NobleWHUMID,4.8,0.8%,0.7,4.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,12.8,0.0,2.0,0.7,0.0,0.1,0.8,1.3,4803.0,95657.0,-2.0,2.0
RitchieNEWMID,4.9,0.1%,0.7,2.0,68.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.6,23.3,18.0,5.3,0.7,0.0,0.1,0.4,2.0,1165.0,5507.0,-1.0,1.0
AlioskiLEEDEF,4.4,0.4%,0.7,3.0,66.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.4,2.4,23.0,3.5,0.7,0.0,0.2,0.7,1.0,8273.0,28255.0,-1.0,1.0
